sentence,label,split,len,twenty,fifty
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",0,"['Loss', 'after', 'financial', 'items', 'totalled', 'EUR', '9.7', 'mn', ',', 'compared', 'to', 'a', 'profit', 'of', 'EUR', '1.3', 'mn', 'in', 'the', 'corresponding', 'period', 'in', '2008', '.']",24,5,12
Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .,1,"['Talentum', 'acquired', 'a', '47.5', 'pct', 'stake', 'in', 'Varesvuo', 'Partners', 'in', '1997', 'and', 'the', 'remaining', 'in', '2002', 'and', '2005', '.']",19,4,10
The first of the two project phases is expected to be completed by the end of 2012 .,1,"['The', 'first', 'of', 'the', 'two', 'project', 'phases', 'is', 'expected', 'to', 'be', 'completed', 'by', 'the', 'end', 'of', '2012', '.']",18,4,9
Net sales fell by 5 % from the previous accounting period .,0,"['Net', 'sales', 'fell', 'by', '5', '%', 'from', 'the', 'previous', 'accounting', 'period', '.']",12,3,6
RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .,1,"['RusHydro', 'has', 'an', 'agreement', 'to', 'transfer', 'its', 'stakes', 'in', 'OESK', 'and', 'the', 'five', 'ERCs', 'into', 'the', 'trust', 'management', 'of', 'Inter', 'RAO', '.']",22,5,11
Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .,1,"['Storengy', 'is', 'the', 'GDF', 'SUEZ', 'company', 'that', 'is', 'dedicated', 'to', 'the', 'underground', 'storage', 'of', 'natural', 'gas', '.']",17,4,9
"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",1,"['The', 'company', 'offers', 'payroll', 'services', ',', 'including', 'payroll', 'processing', ',', 'payroll', 'tax', 'administration', ',', 'and', 'employee', 'pay', 'services', ',', 'including', 'direct', 'deposit', ',', 'check', 'signing', ',', 'and', 'Readychex', '.']",29,6,15
The acquisition price was not disclosed .,1,"['The', 'acquisition', 'price', 'was', 'not', 'disclosed', '.']",7,2,4
The increase range will vary up to 10 % .,1,"['The', 'increase', 'range', 'will', 'vary', 'up', 'to', '10', '%', '.']",10,2,5
"Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL .",2,"['Nokia', 'will', 'continue', 'to', 'invest', 'in', 'future', 'development', 'of', 'Qt', 'for', 'the', 'benefit', 'of', 'all', 'users', ',', 'both', 'Commercial', 'and', 'LGPL', '.']",22,5,11
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,2,"['The', 'agreement', 'strengthens', 'our', 'long-term', 'partnership', 'with', 'Nokia', 'Siemens', 'Networks', '.']",11,3,6
"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said .",1,"['The', 'building', 'complex', 'consists', 'of', 'high-quality', 'office', 'and', 'retail', 'space', 'totalling', '49,200', 'square', 'metres', ',', 'the', 'company', 'said', '.']",19,4,10
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",1,"['The', 'negotiations', 'concern', 'personnel', 'of', 'Cencorp', 'Corporation', 'and', 'Singulase', 'Oy', 'as', 'whole', 'in', 'Finland', 'and', 'in', 'Sweden', ',', 'the', 'company', 'said', '.']",22,5,11
"Beef imports fell slightly from 2006 , to 14mn kilos .",1,"['Beef', 'imports', 'fell', 'slightly', 'from', '2006', ',', 'to', '14mn', 'kilos', '.']",11,3,6
Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,2,"['Kazgiprotsvetmet', 'and', 'Outotec', 'Finland', 'have', 'signed', 'an', 'agreement', 'on', 'strategic', 'cooperation', 'in', 'the', 'marketing', 'and', 'providing', 'of', 'minerals', 'processing', 'and', 'metallurgical', 'plants', 'and', 'related', 'services', 'in', 'Kazakhstan', 'and', 'the', 'surrounding', 'countries', '.']",32,7,16
"ASPOCOMP GROUP OYJ STOCK EXCHANGE RELEASE December 15 , 2006 at 4:50 PM According to the disclosure received today by Aspocomp Group Oyj , the share of Henrik Nyberg in Aspocomp Group Oyj 's share capital and votes has decreased below 5 percent .",1,"['ASPOCOMP', 'GROUP', 'OYJ', 'STOCK', 'EXCHANGE', 'RELEASE', 'December', '15', ',', '2006', 'at', '4:50', 'PM', 'According', 'to', 'the', 'disclosure', 'received', 'today', 'by', 'Aspocomp', 'Group', 'Oyj', ',', 'the', 'share', 'of', 'Henrik', 'Nyberg', 'in', 'Aspocomp', 'Group', 'Oyj', ""'s"", 'share', 'capital', 'and', 'votes', 'has', 'decreased', 'below', '5', 'percent', '.']",44,9,22
"At 3:37 p.m. Eastern time , a block of 2,400 contracts changed hands at a bid price of $ 0.45 .",1,"['At', '3:37', 'p.m.', 'Eastern', 'time', ',', 'a', 'block', 'of', '2,400', 'contracts', 'changed', 'hands', 'at', 'a', 'bid', 'price', 'of', '$', '0.45', '.']",21,5,11
"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",0,"['20', 'October', '2010', '-', 'Finnish', 'environmental', 'management', 'company', 'Lassila', '&', 'Tikanoja', 'Oyj', 'HEL', ':', 'LAT1V', ',', 'or', 'L&T', ',', 'said', 'Monday', 'it', 'expects', 'its', 'operating', 'profit', ',', 'excluding', 'non-recurring', 'items', ',', 'for', 'the', 'whole', '2010', 'to', 'be', 'slightly', 'lower', 'than', 'in', '2009', '.']",43,9,22
F-Secure also point out the logical weakness in the sequenced numbers of a card approach that has apparently already been utilised .,0,"['F-Secure', 'also', 'point', 'out', 'the', 'logical', 'weakness', 'in', 'the', 'sequenced', 'numbers', 'of', 'a', 'card', 'approach', 'that', 'has', 'apparently', 'already', 'been', 'utilised', '.']",22,5,11
"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .",1,"['FinancialWire', 'tm', 'is', 'not', 'a', 'press', 'release', 'service', ',', 'and', 'receives', 'no', 'compensation', 'for', 'its', 'news', ',', 'opinions', 'or', 'distributions', '.']",21,5,11
The personnel reductions will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .,0,"['The', 'personnel', 'reductions', 'will', 'primarily', 'affect', 'those', 'working', 'for', 'the', 'parent', 'company', 'in', 'the', 'diagnostics', 'business', 'or', 'in', 'production', 'and', 'logistics', 'in', 'the', 'liquid', 'handling', 'business', '.']",27,6,14
The value of orders on hand totaled EUR 237.1 mn .,1,"['The', 'value', 'of', 'orders', 'on', 'hand', 'totaled', 'EUR', '237.1', 'mn', '.']",11,3,6
The Group also has a strong global position in other fishing categories .,2,"['The', 'Group', 'also', 'has', 'a', 'strong', 'global', 'position', 'in', 'other', 'fishing', 'categories', '.']",13,3,7
"Lemminkainen Oyj said that it has signed credit agreements with Nordea Bank STO : NDA , Pohjola Bank HEL : POH1S , Sampo Bank HEL : SAMAS and Svenska Handelsbanken STO : SHB A .",1,"['Lemminkainen', 'Oyj', 'said', 'that', 'it', 'has', 'signed', 'credit', 'agreements', 'with', 'Nordea', 'Bank', 'STO', ':', 'NDA', ',', 'Pohjola', 'Bank', 'HEL', ':', 'POH1S', ',', 'Sampo', 'Bank', 'HEL', ':', 'SAMAS', 'and', 'Svenska', 'Handelsbanken', 'STO', ':', 'SHB', 'A', '.']",35,7,18
Ruukki signed the contract with Norwegian company Veidekke Entreprenor AS .,2,"['Ruukki', 'signed', 'the', 'contract', 'with', 'Norwegian', 'company', 'Veidekke', 'Entreprenor', 'AS', '.']",11,3,6
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,2,"['Ponsse', 'projects', 'the', 'forest', 'machine', 'markets', 'to', 'improve', 'more', 'than', 'expected', 'in', '2010', 'from', 'the', 'previous', 'year', '.']",18,4,9
Travel expenses would be reimbursed in accordance with the travel policy of the company .,1,"['Travel', 'expenses', 'would', 'be', 'reimbursed', 'in', 'accordance', 'with', 'the', 'travel', 'policy', 'of', 'the', 'company', '.']",15,3,8
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",0,"['In', 'food', 'trade', ',', 'sales', 'amounted', 'to', 'EUR320', '.1', 'm', ',', 'a', 'decline', 'of', '1.1', '%', '.']",17,4,9
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,0,"['Chief', 'executive', 'officer', 'Olli-Pekka', 'Kallasvuo', ""'s"", 'changes', 'on', 'Tuesday', 'mark', 'the', 'third', 'time', 'in', 'nine', 'months', 'the', 'company', 'has', 'reshuffled', 'executives', 'and', 'operations', 'as', 'Nokia', 'loses', 'ground', 'to', 'Apple', ""'s"", 'iPhone', 'and', 'RIM', ""'s"", 'BlackBerry', '.']",36,8,18
Sony Ericsson and Nokia dominated the list of best-selling handsets with five models each .,2,"['Sony', 'Ericsson', 'and', 'Nokia', 'dominated', 'the', 'list', 'of', 'best-selling', 'handsets', 'with', 'five', 'models', 'each', '.']",15,3,8
The company continued the development of a fully human antibody in its VAP-1 antibody program .,1,"['The', 'company', 'continued', 'the', 'development', 'of', 'a', 'fully', 'human', 'antibody', 'in', 'its', 'VAP-1', 'antibody', 'program', '.']",16,4,8
"Mr Clausen , however , refused to comment the option that Nordea would consider buying into Citadele Bank .",1,"['Mr', 'Clausen', ',', 'however', ',', 'refused', 'to', 'comment', 'the', 'option', 'that', 'Nordea', 'would', 'consider', 'buying', 'into', 'Citadele', 'Bank', '.']",19,4,10
"Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today its net loss contracted to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago .",2,"['Finnish', 'steel', 'maker', 'Rautaruukki', 'Oyj', '(', 'HEL', ':', 'RTRKS', ')', ',', 'or', 'Ruukki', ',', 'said', 'today', 'its', 'net', 'loss', 'contracted', 'to', 'EUR', '49', 'million', '(', 'USD', '68.2', 'm', ')', 'for', 'the', 'first', 'nine', 'months', 'of', '2010', 'from', 'EUR', '229', 'million', 'for', 'the', 'same', 'period', 'a', 'year', 'ago', '.']",48,10,24
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",0,"['Scanfil', ',', 'a', 'systems', 'supplier', 'and', 'contract', 'manufacturer', 'to', 'the', 'communications', 'sector', ',', 'will', 'give', 'notice', 'to', '20', 'productional', 'employees', ',', 'and', 'temporarily', 'lay', 'off', '15', 'employees', 'at', 'the', 'company', ""'s"", 'plant', 'in', 'Sievi', ',', 'in', 'Finland', '.']",38,8,19
"At this growth rate , paying off the national debt will be extremely painful .",0,"['At', 'this', 'growth', 'rate', ',', 'paying', 'off', 'the', 'national', 'debt', 'will', 'be', 'extremely', 'painful', '.']",15,3,8
"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",1,"['On', 'the', 'following', 'workday', 'customers', 'can', 'check', 'from', 'their', 'home', 'computers', 'how', 'their', 'purchases', 'are', 'divided', 'between', 'different', 'ingredient', 'groups', ',', 'how', 'much', 'energy', 'various', 'products', 'contain', 'and', 'what', 'is', 'the', 'nutritional', 'content', 'of', 'all', 'purchases', '.']",37,8,19
CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental .,1,"['CS', 'Cabot', ""'s"", 'main', 'consumers', 'on', 'the', 'Czech', 'and', 'Slovak', 'market', 'are', 'tires', 'producers', 'Barum', 'Continental', 'and', 'Matador', 'Continental', '.']",20,4,10
"- The Group -¦ s profit before taxes was EUR 0,2 7,8 million .",1,"['-', 'The', 'Group', '-¦', 's', 'profit', 'before', 'taxes', 'was', 'EUR', '0,2', '7,8', 'million', '.']",14,3,7
"AGJ recorded EUR 43 mln sales in 2006 , most of which was generated by exports to customers in Western Europe , the statement said .",1,"['AGJ', 'recorded', 'EUR', '43', 'mln', 'sales', 'in', '2006', ',', 'most', 'of', 'which', 'was', 'generated', 'by', 'exports', 'to', 'customers', 'in', 'Western', 'Europe', ',', 'the', 'statement', 'said', '.']",26,6,13
"It is also set to launch a messaging service in the next few days , which would enable users to access their e-mail accounts on MS Exchange .",1,"['It', 'is', 'also', 'set', 'to', 'launch', 'a', 'messaging', 'service', 'in', 'the', 'next', 'few', 'days', ',', 'which', 'would', 'enable', 'users', 'to', 'access', 'their', 'e-mail', 'accounts', 'on', 'MS', 'Exchange', '.']",28,6,14
"With Aldata , we can help retailers ensure that their merchandising and selections reflect customer demand and their evolving shopping behavior . ''",1,"['With', 'Aldata', ',', 'we', 'can', 'help', 'retailers', 'ensure', 'that', 'their', 'merchandising', 'and', 'selections', 'reflect', 'customer', 'demand', 'and', 'their', 'evolving', 'shopping', 'behavior', '.', ""''""]",23,5,12
LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .,2,"['LONDON', 'MarketWatch', '--', 'Nokia', 'nok', 'said', 'it', ""'s"", 'won', 'a', 'five-year', 'services', 'contract', 'to', 'run', 'Hutchison', 'Essar', ""'s"", 'network', 'operations', 'in', 'nine', 'locations', 'in', 'India', '.']",26,6,13
"CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector .",1,"['CompaniesandMarkets.com', 'provides', 'a', 'wide', 'range', 'of', 'research', 'reports', ',', 'industry', 'statistics', 'and', 'competitive', 'intelligence', 'on', 'the', 'industrial', 'sector', '.']",19,4,10
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",1,"['Alpina', 'Sports', 'is', 'a', 'Lebanon', ',', 'New', 'Hampshire', 'USA', 'based', 'distributor', 'of', 'e.g.', 'Alpina', 'ski', 'shoes', 'and', 'skis', ',', 'Exel', 'ski', 'poles', ',', 'Start', 'ski', 'waxes', 'and', 'now', 'also', 'Peltonen', 'cross-country', 'skis', '.']",33,7,17
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,0,"['The', 'Department', 'Store', 'Division', ""'s"", 'sales', 'fell', 'by', '8.6', '%', 'to', 'EUR', '140.2', 'mn', '.']",15,3,8
The value of the contract is in total USD12m .,1,"['The', 'value', 'of', 'the', 'contract', 'is', 'in', 'total', 'USD12m', '.']",10,2,5
"`` The new agreement is a continuation to theagreement signed earlier this year with the Lemminkainen Group , whereby Cramo acquired the entire construction machine fleet ofLemminkainen Talo Oy Ita - ja Pohjois Suomo , and signed asimilar agreement , '' said Tatu Hauhio , managing director ofCramo Finland .",1,"['``', 'The', 'new', 'agreement', 'is', 'a', 'continuation', 'to', 'theagreement', 'signed', 'earlier', 'this', 'year', 'with', 'the', 'Lemminkainen', 'Group', ',', 'whereby', 'Cramo', 'acquired', 'the', 'entire', 'construction', 'machine', 'fleet', 'ofLemminkainen', 'Talo', 'Oy', 'Ita', '-', 'ja', 'Pohjois', 'Suomo', ',', 'and', 'signed', 'asimilar', 'agreement', ',', ""''"", 'said', 'Tatu', 'Hauhio', ',', 'managing', 'director', 'ofCramo', 'Finland', '.']",50,10,25
Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .,1,"['Aker', 'Yards', 'Finland', 'will', 'begin', 'using', 'Chinese', 'subcontractors', 'at', 'its', 'Finnish', 'shipyards', '.']",13,3,7
"A local waste management company , Turun Seudun J+ñtehuolto , has planned to set up a 150,000 tonne waste-burning facility .",1,"['A', 'local', 'waste', 'management', 'company', ',', 'Turun', 'Seudun', 'J+ñtehuolto', ',', 'has', 'planned', 'to', 'set', 'up', 'a', '150,000', 'tonne', 'waste-burning', 'facility', '.']",21,5,11
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",0,"['Shares', 'in', 'Royal', 'and', 'Sun', 'Alliance', 'continued', 'to', 'slide', 'back', 'from', 'a', '12-month', 'high', 'of', '172p', 'last', 'month', ',', 'after', 'a', 'potential', 'suitor', 'ruled', 'itself', 'out', 'of', 'a', 'takeover', 'bid', '.']",31,7,16
